,WindTruth,LatTruth,LonTruth,Mpredict_Wind,Mpredict_Lat,Mpredict_Lon,Upredict_Wind,Upredict_Lat,Upredict_Lon,Mdiff_Wind,Mdiff_Lat,Mdiff_Lon,Udiff_Wind,Udiff_Lat,Udiff_Lon
0,65.0,29.3,-91.9,63.97682040929794,29.51536275148392,-91.98292583823203,TODO,TODO,TODO,1.0231795907020569,-0.21536275148391937,0.08292583823202904,TODO,TODO,TODO
1,N/A,N/A,N/A,63.301134407520294,30.88348146378994,-93.10862400829792,TODO,TODO,TODO,N/A,N/A,N/A,TODO,TODO,TODO
2,N/A,N/A,N/A,52.21982479095459,32.45538938641548,-93.41532824933529,TODO,TODO,TODO,N/A,N/A,N/A,TODO,TODO,TODO
3,N/A,N/A,N/A,39.27982032299042,33.37419666647911,-93.88748737275601,TODO,TODO,TODO,N/A,N/A,N/A,TODO,TODO,TODO
4,N/A,N/A,N/A,32.21182942390442,33.783172082901004,-94.85101122558117,TODO,TODO,TODO,N/A,N/A,N/A,TODO,TODO,TODO
