,WindTruth,LatTruth,LonTruth,Mpredict_Wind,Mpredict_Lat,Mpredict_Lon,Upredict_Wind,Upredict_Lat,Upredict_Lon,Mdiff_Wind,Mdiff_Lat,Mdiff_Lon,Udiff_Wind,Udiff_Lat,Udiff_Lon
0,60.0,28.6,-91.1,60.37999868392944,28.667073926329614,-91.60783443152906,TODO,TODO,TODO,-0.37999868392944336,-0.06707392632961273,0.5078344315290622,TODO,TODO,TODO
1,60.0,28.9,-91.5,56.988156735897064,29.966761580109598,-92.56283554434776,TODO,TODO,TODO,3.011843264102936,-1.066761580109599,1.062835544347763,TODO,TODO,TODO
2,65.0,29.3,-91.9,45.46028971672058,31.302951395511627,-92.6806633502245,TODO,TODO,TODO,19.53971028327942,-2.0029513955116265,0.7806633502245006,TODO,TODO,TODO
3,N/A,N/A,N/A,34.273250102996826,31.951385441422463,-92.71173619031907,TODO,TODO,TODO,N/A,N/A,N/A,TODO,TODO,TODO
4,N/A,N/A,N/A,28.28170120716095,32.343096154928205,-93.92097941935063,TODO,TODO,TODO,N/A,N/A,N/A,TODO,TODO,TODO
